Date    Flow
20150625    8.955E-01
20150626    8.353E-01
20150627    7.792E-01
20150628    7.402E-01
20150629    1.265E+00
20150630    6.432E+00
20150701    2.164E+00
20150702    3.646E+00
20150703    2.591E+00
20150704    2.162E+00
20150705    1.186E+00
20150706    1.078E+00
20150707    9.692E-01
20150708    1.080E+00
20150709    1.089E+00
20150710    1.096E+00
20150711    8.307E-01
20150712    7.672E-01
20150713    8.105E-01
20150714    8.207E-01
20150715    8.071E-01
20150716    7.898E-01
20150717    7.712E-01
20150718    7.361E-01
20150719    8.729E-01
20150720    6.618E-01
20150721    7.120E-01
20150722    5.474E-01
20150723    6.706E-01
20150724    8.180E-01
20150725    1.306E+00
20150726    1.079E+00
20150727    1.087E+00
20150728    1.009E+00
20150729    9.449E-01
20150730    1.011E+00
20150731    8.918E-01
20150801    7.584E-01
20150802    7.692E-01
20150803    7.688E-01
20150804    7.453E-01
20150805    7.132E-01
20150806    8.669E-01
20150807    7.611E-01
20150808    6.663E-01
20150809    5.860E-01
20150810    5.253E-01
20150811    4.796E-01
20150812    4.316E-01
20150813    4.009E-01
20150814    3.692E-01
20150815    3.482E-01
20150816    3.252E-01
20150817    3.060E-01
20150818    2.884E-01
20150819    2.790E-01
20150820    2.655E-01
20150821    2.600E-01
20150822    2.545E-01
20150823    2.427E-01
20150824    2.425E-01
20150825    2.391E-01
20150826    2.341E-01
20150827    2.279E-01
20150828    2.216E-01
20150829    2.155E-01
20150830    2.096E-01
20150831    2.041E-01
20150901    1.989E-01
20150902    1.940E-01
20150903    1.895E-01
20150904    1.852E-01
20150905    1.828E-01
20150906    1.781E-01
20150907    1.760E-01
20150908    1.715E-01
20150909    1.697E-01
20150910    1.656E-01
20150911    1.643E-01
20150912    1.631E-01
20150913    1.630E-01
20150914    1.786E-01
20150915    1.861E-01
20150916    1.997E-01
20150917    2.768E-01
20150918    2.488E-01
20150919    2.306E-01
20150920    2.265E-01
20150921    2.194E-01
20150922    2.109E-01
20150923    2.023E-01
20150924    1.939E-01
20150925    1.862E-01
20150926    1.791E-01
20150927    1.727E-01
20150928    1.671E-01
20150929    1.620E-01
20150930    1.575E-01
20151001    1.535E-01
20151002    1.500E-01
20151003    1.469E-01
20151004    1.470E-01
20151005    1.470E-01
20151006    1.657E-01
20151007    1.681E-01
20151008    1.680E-01
20151009    1.773E-01
20151010    2.902E-01
20151011    4.413E-01
20151012    4.775E-01
20151013    6.276E-01
20151014    6.074E-01
20151015    6.799E-01
20151016    6.877E-01
20151017    5.991E-01
20151018    5.148E-01
20151019    4.471E-01
20151020    4.078E-01
20151021    3.686E-01
20151022    5.848E-01
20151023    5.193E-01
20151024    4.497E-01
20151025    4.100E-01
20151026    3.736E-01
20151027    3.400E-01
20151028    3.154E-01
20151029    2.920E-01
20151030    2.741E-01
20151031    2.637E-01
20151101    2.443E-01
20151102    2.281E-01
20151103    2.258E-01
20151104    2.217E-01
20151105    2.166E-01
20151106    2.110E-01
20151107    2.052E-01
20151108    1.994E-01
20151109    1.938E-01
20151110    1.884E-01
20151111    1.832E-01
20151112    1.784E-01
20151113    1.739E-01
20151114    1.698E-01
20151115    1.660E-01
20151116    1.782E-01
20151117    1.881E-01
20151118    1.914E-01
20151119    1.892E-01
20151120    1.846E-01
20151121    1.791E-01
20151122    1.759E-01
20151123    1.724E-01
20151124    1.719E-01
20151125    1.693E-01
20151126    1.660E-01
20151127    1.622E-01
20151128    1.583E-01
20151129    1.545E-01
20151130    1.509E-01
20151201    1.475E-01
20151202    1.443E-01
20151203    1.455E-01
20151204    1.435E-01
20151205    1.410E-01
20151206    1.385E-01
20151207    1.361E-01
20151208    1.340E-01
20151209    1.320E-01
20151210    1.301E-01
20151211    1.283E-01
20151212    1.267E-01
20151213    1.253E-01
20151214    1.232E-01
20151215    1.270E-01
20151216    1.280E-01
20151217    1.276E-01
20151218    1.268E-01
20151219    1.256E-01
20151220    1.376E-01
20151221    1.486E-01
20151222    1.541E-01
20151223    3.581E-01
20151224    7.732E-01
20151225    6.412E-01
20151226    6.593E-01
20151227    6.684E-01
20151228    8.077E-01
20151229    9.260E-01
20151230    2.423E+00
20151231    1.224E+00
